Material	EAN	DescricaoCompleta	SubGrupo	quantidade	custoMedio
400001995	7,896E+12	LOSARTANA G.GER 100MG 30CP	GERMED GEN	0	0
400000898	7,896E+12	DOMPLIV 10MG 30CP DOMPERIDONA EMS.	EMS SIM	0	0
400000899	7,896E+12	DOMPLIV 10MG 60CP DOMPERIDONA EMS.	EMS SIM	0	0
400001010	7,896E+12	ISOTRETINOINA G.EMS 20MG 30CA(C2)	EMS GEN	0	0
400001981	7,896E+12	ISOTRETINOINA G.GER 20MG 30CP(C2)	GERMED GEN	0	0
400000767	7,896E+12	BIMATOPROSTA G.EMS 0,3MG SOL 5ML	EMS GEN	0	0
400001841	7,896E+12	BIMATOPROSTA G.GER 0,3MG SOL 3ML	GERMED GEN	0	0
400001842	7,896E+12	BIMATOPROSTA G.GER 0,3MG SOL 5ML	GERMED GEN	0	0
400001226	7,896E+12	ZOLPIDEM G.EMS 10MG 20CP(B1)	EMS GEN	0	3.26
400002097	7,896E+12	ZOLPIDEM G.GER 10MG 20CP(B1)	GERMED GEN	0	0
400001980	7,896E+12	IPRATROPIO G.GER GTS 0,25MG/ML 20ML	GERMED GEN	0	0
400001174	7,896E+12	SULGLIC PO 30 SC GLICOSAMINA EMS.	EMS SIM	0	0
400000858	7,896E+12	DESLORATADINA G.EMS 5MG 10CP	EMS GEN	0	2.79
400001894	7,896E+12	DESLORATADINA G.GER 5MG 10CP	GERMED GEN	0	3.63
400001923	7,896E+12	DORZOLAMIDA+TIMOLOL 20+5MG/ML 5ML SOL OF	GERMED GEN	0	0
400002715	7,896E+12	DESLORANA 5MG 10CP DESLORATADINA LEG.	LEGRAND SIM	0	0
400001978	7,896E+12	IBUPROFENO G.GER 50MG GTS 30ML	GERMED GEN	0	0
400000865	7,896E+12	DESTADIN 5MG 10CP DESLORATADINA EMS.	EMS SIM	0	0
400001973	7,896E+12	HIDROQUINONA G.GER GEL 30 G	GERMED GEN	0	0
400001924	7,896E+12	DORZOLAMIDA G.GER 20MG 5ML	GERMED GEN	0	0
400002083	7,896E+12	TOBRAMICINA G.GER GTS 5ML(*)	GERMED GEN	0	0
400002886	7,896E+12	TOBRACULAR 3MG 5ML TOBRAMICINA LEG.(*)	LEGRAND SIM	0	0
400006216	7,896E+12	DORICAL KIDS SUS 120ML POLIVITAM. LEG.	LEGRAND SIM	0	0
400000993	7,896E+12	HIDROQUINONA G.EMS 40MG/G CR 30 G	EMS GEN	0	29.92
400001972	7,896E+12	HIDROQUINONA G.GER CR 30 G	GERMED GEN	0	28.44
400000991	7,896E+12	HIDROPEEK CR 30G HIDROQUINONA EMS.	EMS SIM	0	0
400002760	7,896E+12	FENOBRATY 200MG 30CA FENOFIBRATO LEG.	LEGRAND SIM	0	0
400000999	7,896E+12	HIPOFITHY 200MG 30 CAP FENOFIBRATO EMS.	EMS SIM	0	0
400000992	7,896E+12	HIDROPEEK GEL 30G HIDROQUINONA EMS.	EMS SIM	0	24.31
400002766	7,896E+12	FLATOL GTS 15ML DIMETICONA LEG.	LEGRAND SIM	0	0
400006217	7,896E+12	FLUITEINA 20MG/ML XPE 120ML EMS.	EMS SIM	0	0
400001212	7,896E+12	TRINULOX CR 15G HIDROQ+ASSOC EMS.	EMS SIM	0	0
400001974	7,896E+12	HIDROQUINONA+TRET+FLUOC G.GER CR 15 G	GERMED GEN	0	0
400000867	7,896E+12	DESTADIN XPE 60ML DESLORATADINA EMS.	EMS SIM	0	0
400002669	7,896E+12	BONAGRAN 70MG 4CP ALENDRONATO LEG.	LEGRAND SIM	0	0
400008152	7,896E+12	BRIMONIDINA 2MG/ML 5ML SOL OFTAL EMS	EMS GEN	0	11.78
400001870	7,896E+12	CICLOBENZAPRINA G.GER 10MG 10CP	GERMED GEN	0	2.08
400001964	7,896E+12	GABAPENTINA G.GER 600MG 27CP(C1)	GERMED GEN	0	0
400000908	7,896E+12	DORICIN GTS 20ML DIPIRONA+ASSOC EMS.	EMS SIM	0	4.52
400001977	7,896E+12	IBUPROFENO G.GER 100MG GTS 20ML	GERMED GEN	0	3.34
400000824	7,896E+12	CICLOPIROX OLAMINA G.EMS SOL 15ML	EMS GEN	0	5.39
400001191	7,896E+12	TERCONAZOL G.EMS CR VAG 8MG 30G 5 APL	EMS GEN	0	0
400001000	7,896E+12	HIXILERG SOL 120ML HIDROXIZINA EMS.	EMS SIM	0	0
400001202	7,896E+12	TRAVOPROSTA G.EMS 0,4MG SOL 2,5ML	EMS GEN	0	21.85
400001155	7,896E+12	SILDENAFILA G.EMS 100MG 4CP	EMS GEN	0	7.89
400002060	7,896E+12	SILDENAFILA G.GER 100MG 4CP	GERMED GEN	0	0
400001170	7,896E+12	SOLLEVARE 100MG 4CP SILDENAFILA EMS.	EMS SIM	0	0
400001107	7,896E+12	PINAVERIO G.EMS 100MG 30CP	EMS GEN	0	0
400002879	7,896E+12	SUAVICID CR 30G HIDROQUINONA+ASSOC LEG.	LEGRAND SUPERMARCAS	0	69.12
400000955	7,896E+12	FENTICONAZOL G.EMS CR VAG 40G 7 APLIC	EMS GEN	0	0
400001952	7,896E+12	FENTICONAZOL G.GER CR VAG 40G 7 APLIC	GERMED GEN	0	0
400001004	7,896E+12	INDAPAMIDA G.EMS 1,5MG 30CP	EMS GEN	0	6.06
400002055	7,896E+12	ROSUVASTATINA G.GER 20MG 30CP	GERMED GEN	0	0
400001140	7,896E+12	ROSUVAST 20MG 30CP ROSUVASTATINA EMS.	EMS SIM	0	0
400001217	7,896E+12	VASOTRILIX SR 1,5MG 30CP INDAPAMIDA EMS.	EMS SIM	0	0
400002792	7,896E+12	INDATRAT 1,5MG 30CP INDAPAMIDA LEG.	LEGRAND SIM	0	0
400000754	7,896E+12	ATORVASTATINA G.EMS 40MG 30CP	EMS GEN	0	11.72
400001836	7,896E+12	ATORVASTATINA G.GER 40MG 30CP	GERMED GEN	0	11.13
400001015	7,896E+12	KOLEVAS 20MG 30CP ATORVASTATINA EMS.	EMS SIM	0	0
400001177	7,896E+12	SUPLEVIT C PREVENT 20ML VITAMINA C EMS.	EMS SIM	0	0
400006221	7,896E+12	SUPLEVIT C ZINCO 1G 10MG 10CP EMS.	EMS SIM	0	0
400006222	7,896E+12	SUPLEVIT C ZINCO 1G 10MG 30CP EMS.	EMS SIM	0	0
400001139	7,896E+12	ROSUVAST 10MG 30CP ROSUVASTATINA EMS.	EMS SIM	0	0
400002818	7,896E+12	MIOFIBRAX 10MG 15CP CICLOBENZAPRINA LEG.	LEGRAND SIM	0	0
400001001	7,896E+12	IBULIV 100MG SUS 20ML IBUPROFENO EMS.	EMS SIM	0	0
400000823	7,896E+12	CICLOBENZAPRINA G.EMS 5MG C 30CP	EMS GEN	0	7.19
400001873	7,896E+12	CICLOBENZAPRINA G.GER 5MG 10CP	GERMED GEN	0	0
400001157	7,896E+12	SILDENAFILA G.EMS 25MG 4CP	EMS GEN	0	0
400001158	7,896E+12	SILDENAFILA G.EMS 50MG 2CP	EMS GEN	0	0
400001160	7,896E+12	SILDENAFILA G.EMS 50MG 8CP	EMS GEN	0	2.22
400002062	7,896E+12	SILDENAFILA G.GER 50MG 2CP	GERMED GEN	0	0
400002063	7,896E+12	SILDENAFILA G.GER 50MG 4CP	GERMED GEN	0	1.92
400002064	7,896E+12	SILDENAFILA G.GER 50MG 8CP	GERMED GEN	0	0
400001872	7,896E+12	CICLOBENZAPRINA G.GER 10MG 30CP	GERMED GEN	0	0
400000821	7,896E+12	CICLOBENZAPRINA G.EMS 10MG C 15CP	EMS GEN	0	4.62
400000763	7,896E+12	BENZIFLEX 5MG 30CP CICLOBENZAPRINA EMS.	EMS SIM	0	0
400001125	7,896E+12	QUETIAPINA G.EMS 25MG 14CP(C1)	EMS GEN	0	0
400002049	7,896E+12	QUETIAPINA G.GER 25MG 14CP(C1)	GERMED GEN	0	0
400002047	7,896E+12	QUETIAPINA G.GER 100MG 30CP(C1)	GERMED GEN	0	0
400002048	7,896E+12	QUETIAPINA G.GER 200MG 30CP(C1)	GERMED GEN	0	0
400000866	7,896E+12	DESTADIN XPE 100ML DESLORATADINA EMS.	EMS SIM	0	0
400002848	7,896E+12	PLANTARE 5G 10 SACHES PLANTAGO OVA LEG.	LEGRAND SIM	0	0
400002849	7,896E+12	PLANTARE 5G 30 SACHES PLANTAGO OVA LEG.	LEGRAND SIM	0	26.06
400000798	7,896E+12	CARVEDILOL G.EMS 3,125MG 30CP	EMS GEN	0	3.82
400000799	7,896E+12	CARVEDILOL G.EMS 6,25MG 30CP	EMS GEN	0	4.59
400000796	7,896E+12	CARVEDILOL G.EMS 12,5MG 30CP	EMS GEN	0	4.84
400001861	7,896E+12	CARVEDILOL G.GER 6,25MG 30CP	GERMED GEN	0	4.33
400001857	7,896E+12	CARVEDILOL G.GER 25MG 30CP	GERMED GEN	0	6.47
400000933	7,896E+12	ESCITALOPRAM G.EMS 10MG 60CP(C1)	EMS GEN	0	8.38
400001935	7,896E+12	ESCITALOPRAM G.GER 10MG 60CP(C1)	GERMED GEN	0	0
400001109	7,896E+12	PIOGLITAZONA G.EMS 15MG 15CP	EMS GEN	0	0
400001111	7,896E+12	PIOGLITAZONA G.EMS 45MG 15CP	EMS GEN	0	0
400002036	7,896E+12	PIOGLITAZONA G.GER 15MG 15CP	GERMED GEN	0	0
400002037	7,896E+12	PIOGLITAZONA G.GER 30MG 15CP	GERMED GEN	0	0
400002038	7,896E+12	PIOGLITAZONA G.GER 45MG 15CP	GERMED GEN	0	0
400002686	7,896E+12	CARVEGRAN 6,25MG 30CP CARVEDILOL LEG.	LEGRAND SIM	0	0
400000781	7,896E+12	BUPROPIONA G.EMS 150MG 30CP(C1)	EMS GEN	0	13.1
400000782	7,896E+12	BUPROPIONA G.EMS 150MG 60CP(C1)	EMS GEN	0	26.36
400001848	7,896E+12	BUPROPIONA G.GER 150MG 30CP(C1)	GERMED GEN	0	12.72
400001849	7,896E+12	BUPROPIONA G.GER 150MG 60CP(C1)	GERMED GEN	0	0
400002899	7,896E+12	VYTINAL 30CP POLIVITAMINICOS LEG.	LEGRAND SIM	0	0
400002898	7,896E+12	VYTINAL 100CP POLIVITAMINICOS LEG.	LEGRAND SIM	0	0
400001060	7,896E+12	NARATRIPTANA G.EMS 2,5MG 4CP	EMS GEN	0	0
400002004	7,896E+12	NARATRIPTANA G.GER 2,5MG 4CP	GERMED GEN	0	0
400002736	7,896E+12	DORICAL 50CP POLIVITAMINICOS LEG.	LEGRAND SIM	0	0
400000742	7,896E+12	ANTIVIRAX 200MG 25CP ACICLOVIR MUL	MULTILAB SIM	0	21.75
400001059	7,896E+12	NARATRIN 2,5MG 4CP NARATRIPTANA EMS.	EMS SIM	0	0
400002853	7,896E+12	PRED-GRAN 20MG 10CP PREDINISOLONA LEG.	LEGRAND SIM	0	0
400002824	7,896E+12	NARANETY 2,5MG 4CP NARATRIPTANA LEG.	LEGRAND SIM	0	0
400001156	7,896E+12	SILDENAFILA G.EMS 25MG 2CP	EMS GEN	0	0
400001154	7,896E+12	SILDENAFILA G.EMS 100MG 2CP	EMS GEN	0	0
400002061	7,896E+12	CITRATO SILDENAFILA 50MG 1CP REV G.GER	GERMED GEN	0	0
400000819	7,896E+12	CICATENOL POM 30G DEXPANTENOL EMS.	EMS SIM	0	0
400001054	7,896E+12	MOXIFLOXACINO G.EMS 400MG 5CP(*)	EMS GEN	0	0
400007719	7,896E+12	MOXIFLOXACINO G. GER 400MG 5CP(*)	GERMED GEN	0	0
400007720	7,896E+12	MOXIFLOXACINO G. GER 400MG 7CP(*)	GERMED GEN	0	0
400002780	7,896E+12	HEDRA EXPEC XPE 200ML HEDERA HELIX LEG.	LEGRAND SIM	0	0
400000778	7,896E+12	BRONDELIX XPE 100ML HEDERA HELIX EMS.	EMS SIM	0	0
400006226	7,896E+12	PREVYASM 3MG 21CP DROSP+ETINIL LEG.	LEGRAND SIM	0	0
400001171	7,896E+12	SOLLEVARE 50MG 4CP SILDENAFILA EMS.	EMS SIM	0	0
400004019	7,896E+12	CITAGRAN 20MG 30CP CITALOPRAM NQM.(C1)	MULTILAB SIM	0	0
400002018	7,896E+12	ORLISTATE G.GER 120MG 84 CA	GERMED GEN	0	0
400000920	7,896E+12	ELO 3MG 21CP DROSPIRENONA+ETINILEST EMS.	EMS SIM	0	0
400002900	7,896E+12	XENILIPI 120MG 84CP ORLISTATE LEG.	LEGRAND SIM	0	0
400001175	7,896E+12	SUPLEVIT 60CP POLIVIT+MINERAIS EMS.	EMS SIM	0	0
400001875	7,896E+12	CICLOBENZAPRINA G.GER 5MG 30CP	GERMED GEN	0	5.12
400002820	7,896E+12	MIOFIBRAX 5MG 15CP CICLOBENZAPRINA LEG.	LEGRAND SIM	0	0
400002821	7,896E+12	MIOFIBRAX 5MG 30CP CICLOBENZAPRINA LEG.	LEGRAND SIM	0	0
400006229	7,896E+12	BIANCORT 3,5MG SOL OFT 5ML LEG.(*)	LEGRAND SIM	0	0
400001115	7,896E+12	PLAQUEVIX 75MG 28CP CLOPIDOGREL EMS.	EMS SIM	0	0
400000842	7,896E+12	CLOPIDOGREL G.EMS 75MG 28CP	EMS GEN	0	10.26
400001069	7,896E+12	NIMESILAM 100MG 12CP NIMESULIDA MUL	MULTILAB SIM	0	0.82
400002050	7,896E+12	QUETIAPINA G.GER 25MG 30CP(C1)	GERMED GEN	0	3.76
400003973	7,896E+12	ALERADINA 5MG 10CP DESLORATADINA NQM.	MULTILAB INVERNO	0	5.34
400000770	7,896E+12	BISOPROLOL G.EMS 10MG 30CP	EMS GEN	0	22.74
400001006	7,896E+12	INFRALAX 25X4CP PARACETAMOL+ASSOC EMS.	EMS SIM	0	0
400002823	7,896E+12	NARANETY 2,5MG 12CP NARATRIPTANA LEG.	LEGRAND SIM	0	0
400006232	7,896E+12	DORILEN GTS 20ML DIP+ADIFEN+PROMET LEG.	LEGRAND SIM	0	0
400006233	7,896E+12	ALKAGEL MORAN SUS 240ML HIDRALU+ASS EMS.	EMS SIM	0	0
400000883	7,896E+12	DICLOFENACO SODICO G.EMS 50MG 20CP	EMS GEN	0	0
400001939	7,896E+12	ESOMEPRAZOL G.GER 20MG 28CP	GERMED GEN	0	0
400001940	7,896E+12	ESOMEPRAZOL G.GER 40MG 14CP	GERMED GEN	0	0
400002828	7,896E+12	NEXPRAZIN 20MG 28CP ESOMEPRAZOL LEG.	LEGRAND SIM	0	0
400002829	7,896E+12	NEXPRAZIN 40MG 28CP ESOMEPRAZOL LEG.	LEGRAND SIM	0	0
400002078	7,896E+12	TIBOLONA G.GER 2,5MG 30CP	GERMED GEN	0	16.2
400001192	7,896E+12	TIBOCLIN 2,5MG 30CP TIBOLONA EMS.	EMS SIM	0	0
400001116	7,896E+12	POMAGLOS AMENDOAS CR BISN 45G EMS.	EMS SIM	0	0
400001117	7,896E+12	PRAMIPEXOL G.EMS 0,25MG 30CP(C1)	EMS GEN	0	0
400001118	7,896E+12	PRAMIPEXOL G.EMS 1MG 30CP(C1)	EMS GEN	0	0
400002042	7,896E+12	PRAMIPEXOL G.GER 1MG 30CP(C1)	GERMED GEN	0	0
400000859	7,896E+12	DESLORATADINA G.EMS 5MG 30CP	EMS GEN	0	0
400001895	7,896E+12	DESLORATADINA G.GER 5MG 30CP	GERMED GEN	0	0
400006234	7,896E+12	BRONQUITOSS XPE AD120ML GUAIFEN+ASS LEG.	LEGRAND SIM	0	0
400007474	7,896E+12	DESLORANA 5MG 30CP DESLORATADINA LEG.	LEGRAND SIM	0	0
400001225	7,896E+12	ZOLPIDEM G.EMS 10MG 10CP(B1)	EMS GEN	0	0
400001858	7,896E+12	CARVEDILOL G.GER 25MG 60CP	GERMED GEN	0	0
400001856	7,896E+12	CARVEDILOL G.GER 12,5MG 60CP	GERMED GEN	0	0
400001862	7,896E+12	CARVEDILOL G.GER 6,25MG 60CP	GERMED GEN	0	0
400001860	7,896E+12	CARVEDILOL G.GER 3,125MG 60CP	GERMED GEN	0	0
400001108	7,896E+12	PINAVERIO G.EMS 100MG 60CP	EMS GEN	0	0
400002035	7,896E+12	PINAVERIO G.GER 100MG 60CP	GERMED GEN	0	0
400000938	7,896E+12	ESOMEPRAZOL G.EMS 20MG 14CP	EMS GEN	0	0
400000940	7,896E+12	ESOMEPRAZOL G.EMS 40MG 14CP	EMS GEN	0	0
400001938	7,896E+12	ESOMEPRAZOL G.GER 20MG 14CP	GERMED GEN	0	0
400001941	7,896E+12	ESOMEPRAZOL G.GER 40MG 28CP	GERMED GEN	0	0
400002825	7,896E+12	NARISORO 50ML SORO NASAL LEG.	LEGRAND SIM	0	0
400002837	7,896E+12	OSTEOGLIC 1,5G 30 SC GLICOSAMINA LEG.	LEGRAND SIM	0	0
400000967	7,896E+12	FLUOXETINA G.EMS 20MG 30CA(C1)	EMS GEN	0	4.26
400000783	7,896E+12	CALCINOL D3 FR 60CA EMS.	EMS SIM	0	0
400001008	7,896E+12	INGRID 3MG/0,02MG 24CP DROSP+ETINIL EMS.	EMS SIM	0	0
400001926	7,896E+12	DROSPIRE+ETINIL G.GER 3/0,02MG 24CP	GERMED GEN	0	8.31
400002779	7,896E+12	HEDRA EXPEC 100ML XPE HEDERA HELIX LEG.	LEGRAND SIM	0	0
400000951	7,896E+12	EZETIMIBA G.EMS 10MG 30CP	EMS GEN	0	11.93
400000948	7,896E+12	EZETIMIBA+SINVASTATINA G.EMS 10/10MG30CP	EMS GEN	0	0
400007671	7,896E+12	CABERGOLINA G. GER 0,5 MG 2 CP	GERMED GEN	0	0
400007672	7,896E+12	CABERGOLINA G. GER 0,5 MG 8 CP	GERMED GEN	0	0
400000806	7,896E+12	CELECOXIBE G.EMS 200MG 30CA(C1)	EMS GEN	0	17.37
400006859	7,896E+12	CELECOXIBE G. GER 200 MG 10 CA (C1)	GERMED GEN	0	0
400006858	7,896E+12	CELECOXIBE G. GER 200 MG 30 CA (C1)	GERMED GEN	0	0
400001948	7,896E+12	EZETIMIBA+SINVASTATINA G.GER 10/10MG30CP	GERMED GEN	0	0
400001949	7,896E+12	EZETIMIBA+SINVASTATINA G.GER 10/20MG30CP	GERMED GEN	0	0
400001950	7,896E+12	EZETIMIBA+SINVASTATINA G.GER 10/40MG30CP	GERMED GEN	0	0
400002021	7,896E+12	PANTOPRAZOL G.GER 20MG 42CP	GERMED GEN	0	0
400001093	7,896E+12	PANTOPRAZOL G.EMS 40MG 42CP	EMS GEN	0	8.8
400007706	7,896E+12	TRIMEBUTINA G. GER 200MG 30 CA	GERMED GEN	0	0
400007710	7,896E+12	TRIMEBUTINA G. GER 200MG 60 CA	GERMED GEN	0	0
400001182	7,896E+12	TADALAFILA G.EMS 20MG 2CP	EMS GEN	0	0
400001181	7,896E+12	TADALAFILA G.EMS 20MG 1CP	EMS GEN	0	0
400002074	7,896E+12	TADALAFILA G.GER 5MG 30CP	GERMED GEN	0	2.56
400002072	7,896E+12	TADALAFILA G.GER 20MG 2CP	GERMED GEN	0	0
400002073	7,896E+12	TADALAFILA G.GER 20MG 4CP	GERMED GEN	0	1.54
400002071	7,896E+12	TADALAFILA G.GER 20MG 1CP	GERMED GEN	0	0
400000987	7,896E+12	H-FOR 20MG 2CP TADALAFILA EMS.	EMS SIM	0	0
400001210	7,896E+12	TRIMEXIUM 200MG 30CA TRIMEBUTINA EMS.	EMS SIM	0	0
400001211	7,896E+12	TRIMEXIUM 200MG 60CA TRIMEBUTINA EMS.	EMS SIM	0	0
400008459	7,896E+12	OLMESARTANA MEDOX G. GER 20 MG 30 CP	GERMED GEN	0	0
400007595	7,896E+12	OLMESARTANA + HCTZ G. EMS 20/12,5MG 30CP	EMS GEN	0	14.38
400007603	7,896E+12	OLMESARTANA + HCTZ G. EMS 40/25MG 30CP	EMS GEN	0	0
400007727	7,896E+12	OLMESARTANA + HCTZ G. GER 20/12MG 30CP	GERMED GEN	0	13.66
400007728	7,896E+12	OLMESARTANA + HCTZ G. GER 40/12MG 30CP	GERMED GEN	0	17.02
400007729	7,896E+12	OLMESARTANA + HCTZ G. GER 40/25MG 30CP	GERMED GEN	0	16.42
400008902	7,896E+12	OLMESARTANA+ANLODIPI G. EMS 40+10MG 30CP	EMS GEN	0	27.09
400001898	7,896E+12	DESOGESTREL G.GER 75 MCG 28CP	GERMED GEN	0	0
400001868	7,896E+12	CETOPROFENO G.GER 150MG 10CP LIB PROL	GERMED GEN	0	4.78
400007782	7,896E+12	IBAND 150MG 1CP IBANDRONATO SOD MON LEG.	LEGRAND SIM	0	0
400007724	7,896E+12	RISEDRONATO SODICO G. GER 150MG 1CP	GERMED GEN	0	0
400001019	7,896E+12	LERCANIDIPINO G.EMS 10MG 30CP	EMS GEN	0	55.69
400006236	7,896E+12	BENZIFLEX 125/5MG 15CP EMS.	EMS SIM	0	11.61
400000818	7,896E+12	CICATENOL GEL 30G DEXPANTENOL EMS.	EMS SIM	0	0
400004183	7,896E+12	SONEBON 5MG 20CP (B1) NQM	NOVA Q. SIM	0	0
400000926	7,896E+12	EMSPRED 3MG 60ML FR PREDIN+FOSF EMS.	EMS SIM	0	0
400000925	7,896E+12	EMSPRED 3MG 120ML FR PREDIN+FOSF EMS.	EMS SIM	0	0
400002813	7,896E+12	MEGY 3/0,02MG 24CP DROSP+ETINIL LEG.	LEGRAND SIM	0	11.09
400001058	7,896E+12	NARATRIN 2,5MG 12CP NARATRIPTANA EMS.	EMS SIM	0	0
400000739	7,896E+12	ANASTROZOL G.EMS 1MG 30CP	EMS GEN	0	0
400002852	7,896E+12	PRAZY 40MG 28CP PANTOPRAZOL LEG.	LEGRAND SIM	0	0
400006239	7,896E+12	SUPLEVIT KIDS 150ML FR SOL VIT+MINE EMS.	EMS SIM	0	0
400001929	7,896E+12	DROSPIRE+ETINIL G.GER 3/0,03MG 63CP	GERMED GEN	0	19.5
400007906	7,896E+12	DIOVASES 450+50MG 30CP DIOSM+FLAVON.EMS.	EMS SIM	0	0
400007904	7,896E+12	DIOVASES 450+50MG 60CP DIOSM+FLAVON.EMS.	EMS SIM	0	0
400001917	7,896E+12	DIPIRONA G.GER 500MG 30CP	GERMED GEN	0	6
400002058	7,896E+12	SERTRALINA G.GER 50MG 30CP(C1)	GERMED GEN	0	5.75
400002057	7,896E+12	SERTRALINA G.GER 100MG 30CP(C1)	GERMED GEN	0	0
400002015	7,896E+12	ORLISTATE G.GER 120MG 30 CA	GERMED GEN	0	40.56
400002017	7,896E+12	ORLISTATE G.GER 120MG 60 CA	GERMED GEN	0	0
400001028	7,896E+12	LISINA+CICLOBENZAPRINA G.EMS 125/5MG15CP	EMS GEN	0	14.01
400007715	7,896E+12	PARACETAMOL+COD G.GER 500/30MG 24CP (A2)	GERMED GEN	0	12.47
400001066	7,896E+12	NARIDRIN JET SPRAY 100ML SORO NASAL EMS.	EMS SIM	0	0
400001051	7,896E+12	MIRTAZAPINA G.EMS 30MG 30CP(C1)	EMS GEN	0	22.57
400002652	7,896E+12	ALLOVITA SOL CAP 50ML MINOXIDIL LEG.	LEGRAND SUPERMARCAS	0	24.75
400002000	7,896E+12	MIRTAZAPINA G.GER 15MG 30CP(C1)	GERMED GEN	0	16.91
400002001	7,896E+12	MIRTAZAPINA G.GER 30MG 30CP(C1)	GERMED GEN	0	0
400000986	7,896E+12	H-FOR 20MG 1CP TADALAFILA EMS.	EMS SIM	0	0
400001112	7,896E+12	PIRFEL 20MG 15CA PIROXICAM EMS.	EMS SIM	0	0
400006862	7,896E+12	RIVAROXABANA G. GER 15 MG 30 CP	GERMED GEN	0	10.38
400006242	7,896E+12	COLIAFT PASTA1MG/G10G TRIANCINOLONA EMS.	EMS SIM	0	0
400001149	7,896E+12	SERTRALINA G.EMS 100MG 30CP(C1)	EMS GEN	0	14.91
400000937	7,896E+12	ESMOG 40MG 28CP ESOMEPRAZOL EMS.	EMS SIM	0	0
400006243	7,896E+12	AZITROMICIN G.EMS 1500MG 37,5ML PO+SR(*)	EMS GEN	0	0
400000904	7,896E+12	DORICIN 30CP DIPIRONA+ASSOC EMS.	EMS SIM	0	0
400006244	7,896E+12	ATENOLOL+CLORTALIDONA G.EMS50/12,5MG60CP	EMS GEN	0	0
400001037	7,896E+12	MELOVAC 15MG 10CP MELOXICAM EMS.	EMS SIM	0	0
400001080	7,896E+12	OLANZAPINA G.EMS 5MG 30CP(C1)	EMS GEN	0	15.41
400001079	7,896E+12	OLANZAPINA G.EMS 2,5MG 30CP(C1)	EMS GEN	0	7.98
400000825	7,896E+12	CICLORTEN 20MG 10CP PREDNISONA EMS.	EMS SIM	0	3.46
400002888	7,896E+12	TODOC 400MG 10CP REV ETODOLACO MUL	MULTILAB SIM	0	9.07
400000768	7,896E+12	BIO POWER 210MG 25X4CA CAFEINA EMS.	EMS SIM	0	0
400006245	7,896E+12	ALL CLEAN SOFT 350+120ML SOL P/LENT EMS.	EMS SIM	0	0
400006246	7,896E+12	MIGRALIV 12CP DI-HIDROERGOT.+ASSOC EMS.	EMS SIM	0	0
400001946	7,896E+12	ETODOLACO G.GER 400MG 10CP	GERMED GEN	0	9.24
400001947	7,896E+12	ETODOLACO G.GER 400MG 20CP	GERMED GEN	0	19.26
400001016	7,896E+12	LACTOFLOR 15ENV 2G LACTOBACILOS EMS.	EMS SIM	0	0
400006247	7,896E+12	CLORATADD D12MG/ML XPE60ML EMS.	EMS SIM	0	0
400006248	7,896E+12	JAQUE 2/0,035MG 21CP CIPROTE+ETINIL EMS.	EMS SIM	0	0
400001959	7,896E+12	FLUOXETINA G.GER 20MG 30CA(C1)	GERMED GEN	0	0
400001886	7,896E+12	CLONAZEPAM G.GER 2MG 60CP(B1)	GERMED GEN	0	4.98
400002076	7,896E+12	TANSULOSINA G.GER 0,4MG 60CP	GERMED GEN	0	0
400001961	7,896E+12	FLUOXETINA G.GER 20MG 60CA(C1)	GERMED GEN	0	0
400002811	7,896E+12	MAISOL 7000UI 4CP VITAMINA D LEG.	LEGRAND SIM	0	0
400002809	7,896E+12	MAISOL 50.000UI 4CP VITAMINA D LEG.	LEGRAND SIM	0	0
400002810	7,896E+12	MAISOL 7000UI 10CP VITAMINA D LEG.	LEGRAND SIM	0	0
400001133	7,896E+12	RIVAROXABANA G.EMS 10MG 10CP	EMS GEN	0	0
400001134	7,896E+12	RIVAROXABANA G.EMS 10MG 30CP	EMS GEN	0	12.01
400001135	7,896E+12	RIVAROXABANA G.EMS 15MG 14CP	EMS GEN	0	0
400001136	7,896E+12	RIVAROXABANA G.EMS 15MG 28CP	EMS GEN	0	0
400001137	7,896E+12	RIVAROXABANA G.EMS 20MG 14CP	EMS GEN	0	0
400001138	7,896E+12	RIVAROXABANA G.EMS 20MG 28CP	EMS GEN	0	7.02
400001208	7,896E+12	TRIMEBUTINA G.EMS 200MG 30 CA	EMS GEN	0	0
400001209	7,896E+12	TRIMEBUTINA G.EMS 200MG 60 CA	EMS GEN	0	0
400006252	7,896E+12	NORMOLAX XPE AMEIXA SOL 120ML LACTU EMS.	EMS SIM	0	0
400006253	7,896E+12	NORMOLAX XPE SAL FRUTAS SOL 120ML EMS.	EMS SIM	0	0
400000711	7,896E+12	ALLEXOFEDRIN 120MG10CP FEXOFENADINA EMS.	EMS SIM	0	9.73
400003532	7,896E+12	MULTISORO SPRY 0,9% 50ML SORO NASAL MUL.	MULTILAB INVERNO	0	5.79
400001020	7,896E+12	LETROZOL G.EMS 2,5MG 30CP	EMS GEN	0	0
400000906	7,896E+12	DORICIN 36CP DIPIRONA+ASSOC EMS.	EMS SIM	0	4.33
400000907	7,896E+12	DORICIN 50CP DIPIRONA+ASSOC EMS.	EMS SIM	0	0
400000905	7,896E+12	DORICIN 30X10CP DIPIRONA+ASSOC EMS.	EMS SIM	0	0
400007736	7,896E+12	IBANDRONATO DE SODIO G. GER 150MG 2CP	GERMED GEN	0	0
